farmer_id,date,crop,quantity_available
1,2023-07-20,rice,1375
1,2023-07-25,rice,1750
1,2023-07-27,rice,911
1,2023-07-28,rice,1270
1,2023-07-29,rice,806
1,2023-07-30,rice,1244
1,2023-07-31,rice,1651
1,2023-08-01,rice,966
1,2023-08-02,rice,892
1,2023-08-03,rice,1119
1,2023-08-04,rice,1732
1,2023-08-05,rice,1366
1,2023-08-06,rice,886
1,2023-08-08,rice,1562
1,2023-08-09,rice,671
1,2023-08-11,rice,1758
1,2023-08-12,rice,1391
1,2023-08-15,rice,1651
1,2023-08-19,rice,673
1,2023-08-20,rice,1194
1,2023-08-21,rice,1107
1,2023-08-22,rice,857
1,2023-08-23,rice,774
1,2023-08-24,rice,1291
1,2023-08-25,rice,1317
1,2023-08-26,rice,1518
1,2023-08-29,rice,1001
1,2023-08-31,rice,1105
1,2023-09-02,rice,749
1,2023-09-03,rice,1587
1,2023-09-05,rice,1165
1,2023-09-06,rice,1353
1,2023-09-07,rice,1363
1,2023-09-08,rice,1564
1,2023-09-09,rice,907
1,2023-09-10,rice,1345
1,2023-09-11,rice,1138
1,2023-09-13,rice,1749
1,2023-09-14,rice,906
1,2023-09-16,rice,1481
1,2023-09-17,rice,1246
1,2023-09-18,rice,1231
1,2023-09-19,rice,1161
1,2023-09-20,rice,1531
1,2023-09-22,rice,1221
1,2023-09-23,rice,709
1,2023-09-24,rice,1495
1,2023-09-25,rice,1442
1,2023-09-26,rice,1314
1,2023-09-27,rice,822
1,2023-09-28,rice,867
1,2023-09-29,rice,608
1,2023-09-30,rice,1277
1,2023-10-01,rice,759
1,2023-10-03,rice,653
1,2023-10-04,rice,1511
1,2023-10-07,rice,1366
1,2023-10-08,rice,1050
1,2023-10-09,rice,1107
1,2023-10-11,rice,456
1,2023-10-12,rice,1408
1,2023-10-14,rice,947
1,2023-10-15,rice,1240
1,2023-10-16,rice,433
1,2023-10-17,rice,1426
1,2023-10-18,rice,930
1,2023-10-19,rice,751
1,2023-10-20,rice,1048
1,2023-10-21,rice,975
1,2023-10-22,rice,1453
1,2023-10-23,rice,1025
1,2023-10-24,rice,1536
1,2023-10-25,rice,1240
1,2023-10-26,rice,1402
1,2023-10-28,rice,1145
1,2023-10-29,rice,1510
1,2023-10-30,rice,815
1,2023-10-31,rice,1178
1,2023-11-01,rice,1032
1,2023-11-02,rice,1546
1,2023-11-03,rice,1575
1,2023-11-04,rice,1146
1,2023-11-05,rice,775
1,2023-11-06,rice,1268
1,2023-11-07,rice,669
1,2023-11-08,rice,1611
1,2023-11-10,rice,1010
1,2023-11-11,rice,1137
1,2023-11-13,rice,950
1,2023-11-14,rice,887
1,2023-11-15,rice,1357
1,2023-11-18,rice,1100
1,2023-11-19,rice,1158
1,2023-11-21,rice,858
1,2023-11-24,rice,1391
1,2023-11-25,rice,1420
1,2023-11-26,rice,1086
1,2023-11-27,rice,1509
1,2023-11-28,rice,1116
1,2023-11-29,rice,1369
1,2023-12-02,rice,681
1,2023-12-03,rice,1247
1,2023-12-05,rice,1068
1,2023-12-06,rice,1190
1,2023-12-07,rice,1177
1,2023-12-08,rice,1182
1,2023-12-09,rice,1322
1,2023-12-10,rice,984
1,2023-12-12,rice,1309
1,2023-12-13,rice,1499
1,2023-12-15,rice,741
1,2023-12-17,rice,922
1,2023-12-19,rice,934
1,2023-12-20,rice,833
1,2023-12-21,rice,1009
1,2023-12-22,rice,1441
1,2023-12-23,rice,1560
1,2023-12-24,rice,1176
1,2023-12-25,rice,1053
1,2023-12-26,rice,1376
1,2023-12-27,rice,468
1,2023-12-28,rice,843
1,2023-12-29,rice,480
1,2023-12-30,rice,840
1,2023-12-31,rice,926
1,2024-01-01,rice,1569
1,2024-01-02,rice,354
1,2024-01-03,rice,1026
1,2024-01-04,rice,1323
1,2024-01-05,rice,1263
1,2024-01-06,rice,1564
1,2024-01-07,rice,1192
1,2024-01-08,rice,1253
1,2024-01-09,rice,619
1,2024-01-10,rice,862
1,2024-01-12,rice,635
1,2024-01-13,rice,1310
1,2024-01-15,rice,1245
1,2024-01-16,rice,1235
1,2024-01-17,rice,893
1,2024-01-21,rice,867
1,2024-01-22,rice,1206
1,2024-01-23,rice,954
1,2024-01-24,rice,853
1,2024-01-25,rice,1000
1,2024-01-26,rice,956
1,2024-01-27,rice,897
1,2024-01-29,rice,794
1,2024-01-30,rice,1274
1,2024-02-01,rice,1591
1,2024-02-02,rice,1134
1,2024-02-05,rice,1209
1,2024-02-09,rice,1299
1,2024-02-10,rice,1251
1,2024-02-11,rice,903
1,2024-02-12,rice,1638
1,2024-02-13,rice,929
1,2024-02-14,rice,1331
1,2024-02-15,rice,1297
1,2024-02-16,rice,584
1,2024-02-17,rice,1043
1,2024-02-18,rice,1162
1,2024-02-19,rice,1184
1,2024-02-20,rice,1232
1,2024-02-21,rice,1363
1,2024-02-22,rice,1143
1,2024-02-23,rice,1247
1,2024-02-25,rice,1133
1,2024-02-26,rice,854
1,2024-02-27,rice,1155
1,2024-02-28,rice,1360
1,2024-03-02,rice,1463
1,2024-03-04,rice,1299
1,2024-03-05,rice,1528
1,2024-03-06,rice,1266
1,2024-03-07,rice,1393
1,2024-03-10,rice,1414
1,2024-03-11,rice,1082
1,2024-03-12,rice,1353
1,2024-03-15,rice,876
1,2024-03-16,rice,1246
1,2024-03-17,rice,1311
1,2024-03-20,rice,1447
1,2024-03-21,rice,1381
1,2024-03-22,rice,1450
1,2024-03-23,rice,1117
1,2024-03-24,rice,1047
1,2024-03-25,rice,1067
1,2024-03-26,rice,1222
1,2024-03-27,rice,627
1,2024-03-28,rice,1527
1,2024-03-31,rice,1158
1,2024-04-01,rice,1027
1,2024-04-02,rice,421
1,2024-04-03,rice,1135
1,2024-04-05,rice,1089
1,2024-04-06,rice,888
1,2024-04-07,rice,953
1,2024-04-08,rice,1138
1,2024-04-10,rice,977
1,2024-04-11,rice,1309
1,2024-04-12,rice,931
1,2024-04-14,rice,1190
1,2024-04-16,rice,1484
1,2024-04-17,rice,1135
1,2024-04-19,rice,1247
1,2024-04-20,rice,1229
1,2024-04-21,rice,1148
1,2024-04-22,rice,1126
1,2024-04-23,rice,982
1,2024-04-24,rice,1189
1,2024-04-25,rice,1064
1,2024-04-26,rice,1588
1,2024-04-27,rice,1378
1,2024-04-28,rice,729
1,2024-04-29,rice,745
1,2024-05-01,rice,1108
1,2024-05-02,rice,1032
1,2024-05-03,rice,1093
1,2024-05-04,rice,1332
1,2024-05-05,rice,1236
1,2024-05-06,rice,1233
1,2024-05-07,rice,1560
1,2024-05-08,rice,748
1,2024-05-09,rice,1175
1,2024-05-10,rice,980
1,2024-05-11,rice,1557
1,2024-05-12,rice,513
1,2024-05-14,rice,525
1,2024-05-15,rice,1233
1,2024-05-16,rice,1468
1,2024-05-18,rice,1367
1,2024-05-23,rice,916
1,2024-05-24,rice,1577
1,2024-05-25,rice,793
1,2024-05-27,rice,1520
1,2024-05-28,rice,831
1,2024-05-29,rice,1045
1,2024-05-31,rice,1329
1,2024-06-01,rice,725
1,2024-06-02,rice,1566
1,2024-06-03,rice,1043
1,2024-06-08,rice,1185
1,2024-06-09,rice,1478
1,2024-06-11,rice,918
1,2024-06-13,rice,1449
1,2024-06-14,rice,1616
1,2024-06-15,rice,958
1,2024-06-16,rice,1538
1,2024-06-18,rice,641
1,2024-06-19,rice,1257
1,2024-06-21,rice,794
1,2024-06-23,rice,1416
1,2024-06-25,rice,1392
1,2024-06-27,rice,1741
1,2024-06-28,rice,1553
1,2024-07-01,rice,1098
1,2024-07-02,rice,836
1,2024-07-03,rice,1308
1,2024-07-04,rice,1128
1,2024-07-05,rice,1590
1,2024-07-06,rice,525
1,2024-07-08,rice,1772
1,2024-07-09,rice,1298
1,2024-07-10,rice,913
1,2024-07-12,rice,1356
1,2024-07-14,rice,1517
1,2024-07-15,rice,1178
1,2024-07-16,rice,640
1,2024-07-17,rice,1061
1,2024-07-18,rice,1443
1,2024-07-19,rice,1288
1,2024-07-21,rice,1101
1,2024-07-22,rice,1520
1,2024-07-23,rice,1357
1,2024-07-26,rice,1379
1,2024-07-28,rice,1028
1,2024-07-29,rice,1000
1,2024-07-30,rice,658
1,2024-07-31,rice,1071
1,2024-08-03,rice,1413
1,2024-08-04,rice,1087
1,2024-08-06,rice,1273
1,2024-08-07,rice,1464
1,2024-08-08,rice,1252
1,2024-08-09,rice,1280
1,2024-08-10,rice,756
1,2024-08-11,rice,1053
1,2024-08-12,rice,1640
1,2024-08-14,rice,1175
1,2024-08-15,rice,1689
1,2024-08-16,rice,938
1,2024-08-17,rice,1213
1,2024-08-18,rice,1036
1,2024-08-19,rice,1315
1,2024-08-20,rice,1402
1,2024-08-21,rice,1318
1,2024-08-23,rice,1444
1,2024-08-25,rice,1142
1,2024-08-26,rice,1091
1,2024-08-28,rice,642
1,2024-08-29,rice,1328
1,2024-08-31,rice,1195
1,2024-09-01,rice,1126
1,2024-09-02,rice,1091
1,2024-09-03,rice,1135
1,2024-09-04,rice,1078
1,2024-09-06,rice,994
1,2024-09-07,rice,1214
1,2024-09-08,rice,1284
1,2024-09-09,rice,925
1,2024-09-11,rice,1031
1,2024-09-12,rice,1087
1,2024-09-13,rice,1147
1,2024-09-14,rice,1109
1,2024-09-15,rice,1335
1,2024-09-16,rice,672
1,2024-09-17,rice,723
1,2024-09-18,rice,1201
1,2024-09-20,rice,973
1,2024-09-21,rice,1399
1,2024-09-22,rice,1481
1,2024-09-23,rice,1212
1,2024-09-24,rice,838
1,2024-09-25,rice,1448
1,2024-09-26,rice,1202
1,2024-09-28,rice,719
1,2024-09-29,rice,745
1,2024-10-01,rice,1580
1,2024-10-02,rice,1533
1,2024-10-04,rice,424
1,2024-10-05,rice,756
1,2024-10-06,rice,1472
1,2024-10-07,rice,1140
1,2024-10-08,rice,1347
1,2024-10-09,rice,1128
1,2024-10-12,rice,1333
1,2024-10-13,rice,1147
1,2024-10-15,rice,1020
1,2024-10-16,rice,1449
1,2024-10-17,rice,1203
1,2024-10-18,rice,1332
1,2024-10-19,rice,1191
1,2024-10-21,rice,1006
1,2024-10-22,rice,1606
1,2024-10-23,rice,1247
1,2024-10-25,rice,1044
1,2024-10-26,rice,1512
1,2024-10-27,rice,767
1,2024-10-29,rice,1786
1,2024-10-30,rice,1094
1,2024-10-31,rice,782
1,2024-11-01,rice,1692
1,2024-11-03,rice,1013
1,2024-11-04,rice,1215
1,2024-11-05,rice,1351
1,2024-11-06,rice,1485
1,2024-11-07,rice,1231
1,2024-11-08,rice,960
1,2024-11-10,rice,1208
1,2024-11-11,rice,1025
1,2024-11-12,rice,1217
1,2024-11-13,rice,1612
1,2024-11-14,rice,1362
1,2024-11-16,rice,1205
1,2024-11-17,rice,1357
1,2024-11-18,rice,1378
1,2024-11-19,rice,837
1,2024-11-20,rice,1157
1,2024-11-21,rice,1880
1,2024-11-22,rice,1493
1,2024-11-23,rice,1001
1,2024-11-24,rice,973
1,2024-11-25,rice,963
1,2024-11-26,rice,1394
1,2024-11-28,rice,1606
1,2024-11-29,rice,1312
1,2024-12-01,rice,1191
1,2024-12-03,rice,1018
1,2024-12-04,rice,1240
1,2024-12-05,rice,911
1,2024-12-06,rice,591
1,2024-12-08,rice,1614
1,2024-12-11,rice,857
1,2024-12-12,rice,1052
1,2024-12-13,rice,1334
1,2024-12-14,rice,1556
1,2024-12-15,rice,1219
1,2024-12-17,rice,804
1,2024-12-18,rice,1059
1,2024-12-19,rice,951
1,2024-12-20,rice,1135
1,2024-12-21,rice,1498
1,2024-12-22,rice,419
1,2024-12-23,rice,1028
1,2024-12-24,rice,1007
1,2024-12-25,rice,785
1,2024-12-27,rice,1313
1,2024-12-29,rice,740
1,2024-12-31,rice,773
2,2023-01-01,rice,630
2,2023-01-02,rice,715
2,2023-01-04,rice,510
2,2023-01-05,rice,361
2,2023-01-09,rice,428
2,2023-01-12,rice,651
2,2023-01-13,rice,535
2,2023-01-15,rice,506
2,2023-01-16,rice,560
2,2023-01-19,rice,515
2,2023-01-22,rice,720
2,2023-01-23,rice,422
2,2023-01-26,rice,407
2,2023-01-27,rice,340
2,2023-01-28,rice,449
2,2023-01-29,rice,378
2,2023-01-31,rice,548
2,2023-02-02,rice,522
2,2023-02-03,rice,379
2,2023-02-04,rice,596
2,2023-02-06,rice,717
2,2023-02-07,rice,566
2,2023-02-08,rice,189
2,2023-02-11,rice,778
2,2023-02-12,rice,617
2,2023-02-14,rice,774
2,2023-02-16,rice,661
2,2023-02-17,rice,687
2,2023-02-18,rice,546
2,2023-02-19,rice,485
2,2023-02-24,rice,568
2,2023-02-27,rice,427
2,2023-02-28,rice,576
2,2023-03-03,rice,178
2,2023-03-04,rice,525
2,2023-03-06,rice,694
2,2023-03-07,rice,532
2,2023-03-09,rice,744
2,2023-03-13,rice,485
2,2023-03-15,rice,650
2,2023-03-18,rice,405
2,2023-03-19,rice,645
2,2023-03-20,rice,550
2,2023-03-22,rice,491
2,2023-03-23,rice,185
2,2023-03-25,rice,486
2,2023-03-27,rice,547
2,2023-03-28,rice,627
2,2023-03-29,rice,722
2,2023-03-31,rice,784
2,2023-04-02,rice,682
2,2023-04-03,rice,446
2,2023-04-06,rice,480
2,2023-04-08,rice,616
2,2023-04-09,rice,587
2,2023-04-10,rice,731
2,2023-04-11,rice,842
2,2023-04-12,rice,814
2,2023-04-13,rice,714
2,2023-04-19,rice,588
2,2023-04-21,rice,695
2,2023-04-22,rice,735
2,2023-04-23,rice,500
2,2023-04-24,rice,450
2,2023-04-26,rice,420
2,2023-04-27,rice,406
2,2023-04-28,rice,340
2,2023-04-29,rice,552
2,2023-05-01,rice,390
2,2023-05-05,rice,418
2,2023-05-06,rice,611
2,2023-05-07,rice,543
2,2023-05-08,rice,575
2,2023-05-09,rice,697
2,2023-05-11,rice,632
2,2023-05-12,rice,717
2,2023-05-14,rice,530
2,2023-05-15,rice,729
2,2023-05-17,rice,566
2,2023-05-19,rice,541
2,2023-05-20,rice,709
2,2023-05-21,rice,406
2,2023-05-23,rice,783
2,2023-05-25,rice,483
2,2023-05-26,rice,361
2,2023-05-29,rice,604
2,2023-05-31,rice,470
2,2023-06-01,rice,783
2,2023-06-02,rice,463
2,2023-06-03,rice,560
2,2023-06-06,rice,334
2,2023-06-07,rice,625
2,2023-06-08,rice,418
2,2023-06-09,rice,610
2,2023-06-10,rice,464
2,2023-06-11,rice,253
2,2023-06-12,rice,537
2,2023-06-13,rice,531
2,2023-06-14,rice,634
2,2023-06-15,rice,722
2,2023-06-16,rice,768
2,2023-06-17,rice,632
2,2023-06-18,rice,556
2,2023-06-19,rice,334
2,2023-06-20,rice,546
2,2023-06-21,rice,547
2,2023-06-22,rice,494
2,2023-06-25,rice,602
2,2023-06-28,rice,665
2,2023-06-29,rice,413
2,2023-06-30,rice,411
2,2023-07-02,rice,501
2,2023-07-04,rice,440
2,2023-07-05,rice,306
2,2023-07-07,rice,390
2,2023-07-08,rice,359
2,2023-07-10,rice,677
2,2023-07-11,rice,741
2,2023-07-15,rice,377
2,2023-07-16,rice,590
2,2023-07-18,rice,633
2,2023-07-19,rice,326
2,2023-07-20,rice,540
2,2023-07-22,rice,849
2,2023-07-23,rice,608
2,2023-07-24,rice,488
2,2023-07-26,rice,447
2,2023-07-27,rice,257
2,2023-07-28,rice,581
2,2023-07-29,rice,773
2,2023-07-30,rice,414
2,2023-07-31,rice,268
2,2023-08-01,rice,433
2,2023-08-02,rice,634
2,2023-08-03,rice,464
2,2023-08-04,rice,413
2,2023-08-06,rice,522
2,2023-08-08,rice,549
2,2023-08-09,rice,339
2,2023-08-10,rice,491
2,2023-08-12,rice,455
2,2023-08-14,rice,436
2,2023-08-16,rice,387
2,2023-08-17,rice,642
2,2023-08-18,rice,436
2,2023-08-20,rice,260
2,2023-08-21,rice,554
2,2023-08-22,rice,614
2,2023-08-24,rice,416
2,2023-08-27,rice,447
2,2023-08-28,rice,435
2,2023-08-30,rice,474
2,2023-08-31,rice,663
2,2023-09-02,rice,505
2,2023-09-03,rice,629
2,2023-09-04,rice,394
2,2023-09-05,rice,470
2,2023-09-06,rice,644
2,2023-09-08,rice,415
2,2023-09-12,rice,651
2,2023-09-13,rice,438
2,2023-09-14,rice,478
2,2023-09-15,rice,737
2,2023-09-18,rice,463
2,2023-09-19,rice,538
2,2023-09-20,rice,600
2,2023-09-22,rice,549
2,2023-09-24,rice,553
2,2023-09-26,rice,512
2,2023-09-27,rice,350
2,2023-09-29,rice,565
2,2023-09-30,rice,424
2,2023-10-02,rice,620
2,2023-10-03,rice,698
2,2023-10-04,rice,285
2,2023-10-07,rice,698
2,2023-10-09,rice,466
2,2023-10-10,rice,502
2,2023-10-11,rice,401
2,2023-10-12,rice,544
2,2023-10-14,rice,528
2,2023-10-15,rice,659
2,2023-10-16,rice,423
2,2023-10-17,rice,735
2,2023-10-21,rice,606
2,2023-10-23,rice,531
2,2023-10-24,rice,496
2,2023-10-26,rice,480
2,2023-10-27,rice,488
2,2023-10-29,rice,541
2,2023-10-31,rice,492
2,2023-11-01,rice,436
2,2023-11-03,rice,542
2,2023-11-05,rice,411
2,2023-11-07,rice,561
2,2023-11-08,rice,491
2,2023-11-10,rice,610
2,2023-11-12,rice,648
2,2023-11-13,rice,648
2,2023-11-16,rice,561
2,2023-11-17,rice,576
2,2023-11-19,rice,478
2,2023-11-21,rice,608
2,2023-11-24,rice,622
2,2023-11-25,rice,316
2,2023-11-26,rice,569
2,2023-11-27,rice,697
2,2023-11-28,rice,473
2,2023-12-02,rice,445
2,2023-12-03,rice,465
2,2023-12-05,rice,324
2,2023-12-07,rice,536
2,2023-12-10,rice,523
2,2023-12-11,rice,545
2,2023-12-13,rice,574
2,2023-12-17,rice,416
2,2023-12-20,rice,555
2,2023-12-21,rice,577
2,2023-12-27,rice,456
2,2023-12-28,rice,574
2,2023-12-29,rice,530
2,2023-12-30,rice,437
2,2023-12-31,rice,556
2,2024-01-03,rice,482
2,2024-01-04,rice,610
2,2024-01-07,rice,488
2,2024-01-08,rice,352
2,2024-01-10,rice,554
2,2024-01-11,rice,549
2,2024-01-13,rice,379
2,2024-01-14,rice,617
2,2024-01-15,rice,610
2,2024-01-18,rice,406
2,2024-01-19,rice,434
2,2024-01-20,rice,501
2,2024-01-21,rice,421
2,2024-01-22,rice,603
2,2024-01-24,rice,539
2,2024-01-27,rice,377
2,2024-01-31,rice,413
2,2024-02-01,rice,674
2,2024-02-02,rice,719
2,2024-02-03,rice,590
2,2024-02-06,rice,492
2,2024-02-08,rice,462
2,2024-02-09,rice,591
2,2024-02-10,rice,529
2,2024-02-11,rice,310
2,2024-02-12,rice,654
2,2024-02-14,rice,694
2,2024-02-15,rice,615
2,2024-02-16,rice,378
2,2024-02-17,rice,437
2,2024-02-19,rice,278
2,2024-02-22,rice,727
2,2024-02-23,rice,473
2,2024-02-24,rice,823
2,2024-02-25,rice,774
2,2024-02-26,rice,402
2,2024-02-27,rice,427
2,2024-02-29,rice,580
2,2024-03-02,rice,291
2,2024-03-04,rice,463
2,2024-03-05,rice,450
2,2024-03-06,rice,760
2,2024-03-07,rice,540
2,2024-03-08,rice,482
2,2024-03-09,rice,437
2,2024-03-10,rice,636
2,2024-03-12,rice,455
2,2024-03-13,rice,513
2,2024-03-14,rice,436
2,2024-03-15,rice,322
2,2024-03-19,rice,390
2,2024-03-21,rice,454
2,2024-03-22,rice,485
2,2024-03-23,rice,491
2,2024-03-24,rice,508
2,2024-03-25,rice,456
2,2024-03-29,rice,695
2,2024-03-30,rice,643
2,2024-03-31,rice,502
2,2024-04-02,rice,553
2,2024-04-03,rice,471
2,2024-04-06,rice,150
2,2024-04-10,rice,522
2,2024-04-11,rice,559
2,2024-04-12,rice,310
2,2024-04-13,rice,584
2,2024-04-14,rice,483
2,2024-04-15,rice,563
2,2024-04-16,rice,487
2,2024-04-17,rice,682
2,2024-04-19,rice,549
2,2024-04-20,rice,650
2,2024-04-21,rice,661
2,2024-04-22,rice,374
2,2024-04-24,rice,423
2,2024-04-25,rice,578
2,2024-04-26,rice,472
2,2024-04-30,rice,488
2,2024-05-01,rice,687
2,2024-05-02,rice,479
2,2024-05-03,rice,394
2,2024-05-04,rice,411
2,2024-05-05,rice,803
2,2024-05-07,rice,496
2,2024-05-08,rice,342
2,2024-05-11,rice,289
2,2024-05-12,rice,438
2,2024-05-13,rice,494
2,2024-05-14,rice,643
2,2024-05-16,rice,630
2,2024-05-17,rice,519
2,2024-05-18,rice,460
2,2024-05-20,rice,564
2,2024-05-21,rice,292
2,2024-05-22,rice,777
2,2024-05-23,rice,605
2,2024-05-24,rice,632
2,2024-05-25,rice,380
2,2024-05-26,rice,686
2,2024-05-28,rice,460
2,2024-05-30,rice,396
2,2024-05-31,rice,514
2,2024-06-01,rice,511
2,2024-06-02,rice,379
2,2024-06-03,rice,403
2,2024-06-04,rice,393
2,2024-06-06,rice,394
2,2024-06-09,rice,469
2,2024-06-11,rice,339
2,2024-06-12,rice,430
2,2024-06-14,rice,655
2,2024-06-15,rice,627
2,2024-06-16,rice,383
2,2024-06-17,rice,644
2,2024-06-18,rice,264
2,2024-06-19,rice,835
2,2024-06-20,rice,689
2,2024-06-21,rice,447
2,2024-06-22,rice,569
2,2024-06-23,rice,337
2,2024-06-26,rice,527
2,2024-06-27,rice,496
2,2024-06-28,rice,411
2,2024-06-29,rice,459
2,2024-06-30,rice,446
2,2024-07-01,rice,372
2,2024-07-02,rice,408
2,2024-07-04,rice,332
2,2024-07-05,rice,631
2,2024-07-07,rice,398
2,2024-07-08,rice,361
2,2024-07-09,rice,629
2,2024-07-11,rice,568
2,2024-07-13,rice,624
2,2024-07-15,rice,639
2,2024-07-16,rice,771
2,2024-07-17,rice,499
2,2024-07-18,rice,330
2,2024-07-19,rice,555
2,2024-07-20,rice,433
2,2024-07-22,rice,395
2,2024-07-24,rice,532
2,2024-07-25,rice,632
2,2024-07-26,rice,411
2,2024-07-27,rice,685
2,2024-07-28,rice,391
2,2024-07-29,rice,488
2,2024-08-01,rice,570
2,2024-08-04,rice,469
2,2024-08-05,rice,289
2,2024-08-06,rice,640
2,2024-08-07,rice,438
2,2024-08-09,rice,616
2,2024-08-10,rice,355
2,2024-08-12,rice,377
2,2024-08-13,rice,632
2,2024-08-14,rice,564
2,2024-08-15,rice,462
2,2024-08-18,rice,566
2,2024-08-20,rice,395
2,2024-08-21,rice,534
2,2024-08-23,rice,536
2,2024-08-24,rice,471
2,2024-08-26,rice,411
2,2024-08-30,rice,529
2,2024-08-31,rice,512
2,2024-09-01,rice,459
2,2024-09-03,rice,385
2,2024-09-04,rice,521
2,2024-09-05,rice,459
2,2024-09-06,rice,385
2,2024-09-08,rice,525
2,2024-09-09,rice,729
2,2024-09-11,rice,472
2,2024-09-12,rice,714
2,2024-09-13,rice,794
2,2024-09-14,rice,396
2,2024-09-16,rice,521
2,2024-09-18,rice,793
2,2024-09-19,rice,504
2,2024-09-20,rice,524
2,2024-09-25,rice,302
2,2024-09-26,rice,450
2,2024-09-27,rice,592
2,2024-09-30,rice,835
2,2024-10-01,rice,494
2,2024-10-02,rice,303
2,2024-10-04,rice,337
2,2024-10-05,rice,515
2,2024-10-06,rice,673
2,2024-10-07,rice,602
2,2024-10-08,rice,579
2,2024-10-09,rice,690
